Name,Team,Nationalaty,age,Matches Played_x,Matches Starts_x,Minutes / Div By 90_x,Goals_x,Asissts_x,Yellows_x,Reds_x,Total Shots_x,Passes Attemted_x,Passes Total Distance_x,Short Passes_x,Medium Passes_x,Long Passes_x,Cross Passes_x,Head Pases_x,Tackeled_x,Tackeled Dribbels_x,Pressure Applying_x,Blocks_x,Shots Blocks_x,Clearence_x,Touches_x,Touches Defencive Penalty Area_x,Touches Defencive 3RD_x,Touches Mid 3RD_x,Touches Attacking 3RD_x,Touches Attacking Penalty Area_x,Touches Live Game_x,Dribbels Succes_x,Dribbels Attempted_x,Carries_x,Carries To Distance_x,Carries Proggresive_x,Carries Proggresive Foword_x,Carries Tackeled_x,Reciving Passes_x,Fouls Commited_x,Fouls Drawn_x,Tackele Won_x,looseBallRecovered_x,Aerial Duals Won_x,Aerial Duals Lost_x,Matches Played_y,Matches Starts_y,Minutes / Div By 90_y,Goals_y,Asissts_y,Yellows_y,Reds_y,Total Shots_y,Passes Attemted_y,Passes Total Distance_y,Short Passes_y,Medium Passes_y,Long Passes_y,Cross Passes_y,Head Pases_y,Tackeled_y,Tackeled Dribbels_y,Pressure Applying_y,Blocks_y,Shots Blocks_y,Clearence_y,Touches_y,Touches Defencive Penalty Area_y,Touches Defencive 3RD_y,Touches Mid 3RD_y,Touches Attacking 3RD_y,Touches Attacking Penalty Area_y,Touches Live Game_y,Dribbels Succes_y,Dribbels Attempted_y,Carries_y,Carries To Distance_y,Carries Proggresive_y,Carries Proggresive Foword_y,Carries Tackeled_y,Reciving Passes_y,Fouls Commited_y,Fouls Drawn_y,Tackele Won_y,looseBallRecovered_y,Aerial Duals Won_y,Aerial Duals Lost_y,Position_AMF,Position_DF,Position_DMF,Position_FW,Position_GK,Position_MF,Christmas-played-games
Mark Noble,West Ham,1,34,10,6,6.1,1,0,1,0,3,329,5964,128,129,64,10,4,6,2,49,4,1,1,352,10,62,225,81,5,322,2,3,240,1038,412,15,1,272,4,4,3,42,0,1,25,12,12.2,0,0,1,0,1,429,7323,162,175,76,12,11,7,2,116,9,3,7,475,12,97,319,81,2,444,3,6,303,1591,610,27,2,360,15,15,9,77,7,2,0,0,0,1,0,0,3
Martin Dúbravka,Newcastle Utd,0,32,6,6,6.0,0,0,0,0,0,224,5331,14,50,158,0,0,0,0,2,0,0,0,242,201,242,1,0,0,149,0,0,95,479,272,0,0,82,0,1,0,33,0,0,14,14,14.3,0,0,0,0,0,427,9691,63,126,235,0,1,0,0,2,0,0,0,471,419,469,2,0,0,308,0,0,198,971,547,0,1,161,0,4,0,65,0,0,0,0,0,0,1,0,1
Martin Ødegaard,Arsenal,0,23,18,14,13.3,4,2,2,0,19,606,8711,286,209,83,9,11,19,5,226,6,1,7,714,6,111,362,290,30,664,7,14,485,2388,1197,66,21,593,8,8,11,94,10,10,20,14,14.3,2,2,0,0,21,815,11494,372,297,104,17,5,13,4,254,4,0,7,925,8,112,431,451,41,847,21,29,711,3864,1928,127,15,823,7,18,11,86,4,17,0,0,0,0,0,1,2
Martinelli,Arsenal,0,20,15,9,9.0,4,2,1,0,17,167,1899,72,53,28,13,6,15,3,121,11,2,3,262,6,26,96,156,38,244,4,13,166,1128,649,30,15,260,8,11,9,30,15,24,22,9,8.9,2,2,1,0,26,192,2238,104,68,10,16,8,6,4,171,13,1,10,304,12,46,90,185,49,298,21,36,220,1194,767,40,14,345,13,9,2,38,8,18,1,0,0,0,0,0,2
Marvelous Nakamba,Aston Villa,0,27,14,10,10.4,0,0,5,0,0,314,4586,145,131,31,1,17,23,10,155,15,4,12,399,30,128,239,48,0,391,3,5,232,1067,391,14,8,235,20,12,19,93,7,10,16,12,11.3,0,0,3,0,2,273,4243,112,111,43,2,9,23,4,208,21,5,18,362,25,137,211,33,1,358,2,3,206,1011,356,6,5,212,11,15,19,68,8,8,0,0,0,0,0,1,2
Mason Greenwood,Manchester Utd,1,20,17,13,13.1,5,2,2,0,37,470,6925,207,181,61,20,6,13,6,165,7,1,4,602,7,56,273,312,50,590,19,38,460,2831,1609,88,16,628,19,16,7,73,6,6,52,36,34.9,12,5,2,0,100,1032,14313,522,353,113,50,9,25,6,398,12,0,7,1374,13,158,594,737,156,1365,55,106,1097,5948,3131,182,55,1546,30,39,13,136,11,28,0,0,0,1,0,0,3
Mason Holgate,Everton,1,25,9,7,7.8,0,0,1,1,3,189,3104,41,89,57,0,22,11,3,56,11,6,36,263,45,144,122,9,1,243,0,0,108,567,294,5,3,115,9,9,7,62,24,10,31,28,27.5,1,0,9,0,5,1200,21912,282,564,335,27,58,65,22,316,55,13,110,1485,176,746,654,164,8,1339,7,11,802,4017,2473,49,9,893,33,31,39,201,42,23,0,1,0,0,0,0,1
Mason Mount,Chelsea,1,22,23,14,16.0,7,4,1,0,38,698,8042,365,201,79,59,16,21,5,274,11,0,8,860,9,66,291,561,89,810,12,25,625,2816,1555,94,28,824,24,19,17,77,6,18,54,48,47.0,9,8,6,0,107,2231,32147,1018,749,346,102,53,94,26,879,58,2,15,2730,33,300,1314,1327,173,2506,63,99,1908,10390,5809,314,68,2374,85,69,62,278,26,59,1,0,0,0,0,0,3
Mateo Kovačić,Chelsea,0,27,15,13,13.3,1,5,1,0,16,793,13241,337,337,104,4,6,35,10,221,10,2,8,903,21,154,565,277,10,888,20,25,718,3899,2094,94,19,753,17,24,32,81,5,5,42,31,29.8,0,2,7,0,30,2191,38421,844,967,332,7,20,69,16,432,25,1,21,2462,38,448,1663,546,20,2435,56,70,1906,10520,5262,246,42,2173,34,81,53,207,15,14,0,0,0,0,0,1,3
Mateusz Klich,Leeds United,0,31,16,11,11.1,1,1,2,0,20,411,4950,209,130,43,16,18,15,7,220,7,2,9,494,10,79,239,207,33,486,8,10,345,1935,885,44,7,441,19,8,11,79,0,5,35,28,26.6,4,5,6,0,34,1495,20394,666,517,221,37,63,52,10,570,21,4,23,1718,32,272,877,685,73,1657,13,24,1080,5996,2941,145,27,1511,50,24,43,267,17,21,0,0,0,0,0,1,1
Mathias Jensen,Brentford,0,25,13,8,8.5,0,2,0,0,5,323,5211,102,110,101,28,12,11,7,128,10,1,4,390,9,65,209,139,10,346,3,8,233,1021,462,28,6,316,5,7,12,45,5,6,50,38,38.7,2,8,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,16,33,0,0,0,0,0,0,0,0,1,3
Mathias Jørgensen,Brentford,0,31,9,7,6.8,1,0,2,0,2,274,3678,92,130,44,8,27,10,6,45,7,1,11,317,19,122,139,72,3,254,0,0,136,647,448,10,2,158,11,3,2,59,16,7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Mathias Normann,Norwich City,0,25,9,9,7.8,1,1,4,0,16,322,4894,84,130,95,7,24,18,4,115,13,6,20,431,32,145,222,82,1,403,14,18,238,1143,548,24,7,254,16,14,10,85,15,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Matt Doherty,Tottenham,0,29,7,4,4.1,0,0,0,0,2,45,442,23,12,6,6,2,2,0,13,1,0,2,57,3,24,17,17,4,46,3,4,27,84,55,3,1,25,3,2,2,10,3,0,27,23,23.7,0,4,6,1,6,1259,17489,559,498,152,53,68,36,17,273,59,8,74,1519,74,454,696,444,38,1300,10,24,813,3508,1980,104,18,1000,39,19,20,179,73,33,0,1,0,0,0,0,3
Matt Ritchie,Newcastle Utd,0,32,16,14,14.6,0,2,5,0,10,682,10096,247,212,207,45,32,22,13,152,28,2,25,803,45,255,329,251,10,623,3,5,388,1498,697,29,4,416,12,10,7,116,14,21,21,17,17.7,0,3,2,0,14,607,7978,210,195,178,78,28,17,5,152,31,2,43,754,50,226,298,272,13,624,6,8,376,2068,1156,51,9,443,16,22,11,103,15,21,0,1,0,0,0,0,1
Matt Targett,Aston Villa,1,26,16,16,14.9,1,1,2,0,5,695,10184,249,277,137,38,34,27,12,167,41,9,22,838,54,252,372,247,15,711,1,4,438,1586,925,31,6,509,18,12,14,110,27,19,38,38,37.8,0,2,7,0,6,2147,30781,825,828,400,98,135,97,52,425,81,18,126,2522,172,768,1106,739,45,2096,16,21,1252,4528,2399,107,16,1445,36,30,57,355,84,54,0,1,0,0,0,0,2
Matthew Lowton,Burnley,1,32,16,15,15.0,1,2,2,0,9,660,8671,249,206,176,29,37,33,18,131,35,11,51,814,72,252,378,222,7,665,6,11,365,1630,977,45,6,402,13,4,19,142,19,19,40,37,37.3,1,2,5,0,22,1498,20277,529,498,430,62,92,67,33,290,66,14,116,1856,142,585,902,472,22,1572,24,36,888,4150,2740,108,23,974,28,19,39,315,38,24,0,1,0,0,0,0,1
Matty Cash,Aston Villa,0,24,18,18,17.7,1,1,4,0,18,689,9272,209,255,198,52,43,53,25,239,40,6,40,916,75,305,390,274,46,755,9,17,451,2873,1582,73,21,477,19,21,27,134,24,28,28,28,26.4,0,2,8,1,9,1298,18616,440,517,307,62,84,78,34,446,77,15,110,1623,139,562,786,371,29,1373,10,16,813,4700,2290,87,15,862,43,24,44,228,40,42,0,1,0,0,0,0,2
Matěj Vydra,Burnley,0,29,15,4,5.4,1,2,0,0,13,49,362,30,10,1,2,6,5,2,81,2,1,7,104,7,11,20,76,24,104,4,7,60,168,61,3,6,201,9,7,4,7,9,28,34,20,20.0,6,2,0,0,50,266,2434,172,54,14,6,27,9,1,281,15,1,7,436,10,17,166,268,86,425,23,36,261,1065,544,35,22,833,10,24,7,49,31,97,0,0,0,1,0,0,1
Max Aarons,Norwich City,1,21,17,17,17.0,0,1,4,0,9,794,10487,336,307,119,34,12,35,20,196,44,12,32,1010,80,369,436,278,15,848,25,51,626,3742,2308,101,19,666,17,28,22,100,8,32,47,46,46.3,2,2,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,70,19,0,0,0,0,1,0,0,0,0,1
Max Kilman,Wolves,1,24,20,20,20.3,1,0,3,0,11,843,15813,258,400,170,4,45,39,14,162,32,10,71,1037,122,537,510,63,14,1014,7,9,658,3530,2154,71,6,694,16,13,25,130,46,23,20,16,16.6,0,2,4,0,7,731,12284,258,361,104,0,27,27,10,148,20,9,58,865,84,419,465,39,10,845,3,4,553,2854,1569,36,3,621,24,7,20,100,23,23,0,1,0,0,0,0,1
Maxwel Cornet,Burnley,0,25,11,9,7.4,5,1,2,0,18,132,1313,68,40,15,15,8,6,0,95,2,2,5,201,10,36,74,104,24,194,5,12,124,592,279,13,10,269,8,7,6,36,17,22,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Michael Keane,Everton,1,28,19,18,18.1,1,2,0,0,13,621,11643,152,253,205,0,62,28,13,108,33,20,81,806,130,448,370,32,14,795,4,5,388,2254,1001,27,1,428,7,4,23,180,65,33,41,39,39.9,4,2,4,0,20,1835,37031,391,989,414,0,85,31,12,204,74,38,198,2206,375,1309,972,64,36,2164,4,8,1306,7644,4400,85,8,1556,26,12,17,270,125,47,0,1,0,0,0,0,1
Michael Olise,Crystal Palace,0,20,12,2,3.3,1,2,2,0,5,198,2538,74,89,30,16,3,7,1,80,6,0,2,256,4,25,114,144,17,236,4,13,171,1161,774,43,12,221,8,7,6,20,5,5,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
Michail Antonio,West Ham,0,31,19,19,18.2,7,5,5,1,48,416,4344,201,120,43,31,19,18,4,255,14,0,5,693,9,46,264,432,114,679,25,52,523,2496,1454,80,57,965,28,35,14,85,38,79,27,25,22.9,10,5,3,0,65,490,5008,259,134,52,32,28,14,2,254,25,9,8,814,11,36,359,480,130,797,47,81,570,2896,1848,107,57,1220,34,48,9,81,63,116,0,0,0,1,0,0,3
Miguel Almirón,Newcastle Utd,0,27,16,11,10.7,0,0,1,0,15,264,3347,133,87,28,15,8,33,10,230,15,1,6,404,12,88,164,182,31,400,8,19,282,1906,922,47,23,348,13,17,19,71,4,11,39,33,30.9,5,3,3,0,39,877,12123,395,317,109,33,20,48,16,506,36,5,24,1176,40,262,548,498,51,1144,36,64,907,6129,3272,126,43,1046,29,53,35,189,8,20,0,0,0,0,0,1,1
Milot Rashica,Norwich City,0,25,14,8,9.2,0,1,0,0,18,254,3126,92,85,66,33,13,13,7,123,12,1,8,380,11,72,156,187,23,342,10,27,244,1924,1320,48,19,331,12,20,11,64,8,15,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Mohamed Elneny,Arsenal,0,29,8,4,4.5,0,1,0,0,1,105,1795,45,38,17,1,2,3,1,21,2,0,2,117,7,32,69,25,3,116,0,1,93,424,153,2,0,83,2,2,4,25,2,1,41,27,27.1,3,0,6,0,14,1297,23790,446,621,202,4,52,17,5,236,21,4,28,1418,87,404,887,207,8,1392,10,12,1068,5097,2514,95,8,1145,30,20,12,189,14,20,0,0,0,0,0,1,2
Mohamed Elyounoussi,Southampton,0,27,14,10,10.1,4,2,2,0,31,256,2623,133,84,26,17,15,18,4,174,12,0,11,391,11,48,188,192,40,388,6,14,263,1659,959,53,25,353,17,15,14,62,17,29,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Mohamed Salah,Liverpool,0,29,24,24,22.9,22,9,1,0,87,840,9336,483,261,53,40,18,11,3,302,7,1,2,1151,2,45,367,811,223,1131,45,97,872,3909,2479,158,64,1435,7,22,5,124,6,35,51,47,46.7,31,6,0,0,153,1538,19155,819,496,120,51,25,30,7,685,25,1,15,2108,16,95,782,1349,380,2071,64,119,1646,7698,4225,254,110,2599,28,35,15,233,24,63,0,0,0,1,0,0,2
Mohammed Salisu,Southampton,0,22,18,17,18.3,1,0,6,0,11,846,13153,267,415,150,8,64,37,19,147,28,14,103,1062,138,545,510,77,16,1010,7,9,577,3708,1830,55,3,581,29,8,29,200,70,33,15,9,10.6,0,0,1,0,4,376,5129,168,148,40,2,15,32,13,149,25,5,38,509,61,219,266,48,7,487,9,10,283,1366,547,24,13,291,12,6,19,75,26,18,0,1,0,0,0,0,2
Morgan Gibbs White,Wolves,1,21,3,1,1.1,1,0,1,0,4,10,74,6,1,1,1,0,0,0,3,1,0,0,13,0,3,3,8,3,12,0,0,7,18,12,1,0,9,4,1,0,3,0,2,13,5,5.5,1,0,3,0,9,235,3219,112,79,35,8,8,7,3,109,6,0,1,293,2,25,158,132,9,287,7,13,208,1114,589,38,6,281,8,11,7,38,2,7,1,0,0,0,0,0,1
Morgan Sanson,Aston Villa,0,27,4,1,1.1,0,0,0,0,0,28,291,12,11,4,1,3,2,0,22,3,0,1,40,3,12,18,13,1,40,2,2,25,164,112,6,2,26,1,4,2,10,2,0,9,3,3.3,0,0,3,0,2,161,2089,66,60,25,8,10,6,0,103,4,0,4,204,6,34,107,81,3,197,4,5,136,787,416,25,9,167,8,9,5,31,5,4,0,0,0,0,0,1,2
Moussa Djenepo,Southampton,0,23,10,7,7.0,0,0,4,0,11,136,1566,69,41,17,10,4,13,5,101,9,1,3,235,7,44,93,110,25,235,13,26,172,922,628,28,14,176,13,14,10,52,2,7,31,18,16.7,2,0,5,0,18,400,4570,192,139,33,13,16,46,18,332,27,1,16,644,19,141,308,233,45,629,35,65,444,1912,995,62,23,524,38,51,24,119,11,33,0,0,0,0,0,1,2
Moussa Sissoko,Watford,0,32,15,14,14.0,0,1,2,0,11,473,7232,187,190,78,9,51,18,8,170,18,5,29,585,47,171,328,127,14,574,18,22,321,1959,984,33,13,363,18,6,9,163,28,14,40,24,27.3,1,1,4,0,5,1136,17442,485,473,138,21,57,35,12,311,34,6,43,1327,75,354,832,235,11,1268,24,44,834,4253,1966,86,21,931,43,20,26,255,24,28,0,0,0,0,0,1,2
N'Golo Kanté,Chelsea,0,30,14,11,9.0,2,0,1,0,10,455,6164,230,178,29,6,7,21,3,119,17,2,3,554,12,104,273,217,16,552,16,22,399,2192,1155,55,15,461,9,10,13,65,9,10,48,34,35.1,0,3,8,0,12,1923,29735,792,844,215,14,64,108,34,644,77,9,46,2323,81,611,1375,506,28,2301,55,70,1498,7276,4019,157,43,1681,67,25,80,373,28,41,0,0,0,0,0,1,3
Naby Keïta,Liverpool,0,26,14,9,7.6,3,1,1,0,21,367,4912,196,124,27,6,11,23,12,166,15,1,1,457,7,54,291,140,17,448,7,10,317,1675,981,54,12,371,20,10,20,67,1,8,16,9,8.3,0,0,1,0,11,440,6476,204,175,40,4,19,10,2,180,13,0,7,529,12,70,344,153,19,516,14,21,374,1739,992,56,15,437,20,8,8,72,5,11,0,0,0,0,0,1,2
Nathan Aké,Manchester City,0,26,11,8,9.1,2,0,0,0,7,485,8910,170,250,62,0,8,7,2,47,8,5,26,550,52,251,304,46,9,540,0,1,402,2374,1694,38,0,450,9,3,4,42,26,8,13,11,11.0,1,1,4,0,4,893,15062,357,439,83,1,23,18,6,88,9,2,31,975,51,265,686,100,6,943,0,0,718,3523,2093,76,6,791,11,7,9,97,36,19,0,1,0,0,0,0,3
Nathan Collins,Burnley,0,20,8,8,8.0,0,0,2,0,2,160,2496,42,63,48,0,19,12,2,44,16,8,25,223,46,126,93,10,7,220,0,1,91,465,170,3,1,84,8,6,13,70,23,14,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Nathan Redmond,Southampton,1,27,16,13,13.1,1,5,0,0,21,404,4727,175,146,62,40,17,10,3,213,25,0,11,525,16,67,231,270,34,501,13,25,345,2350,1365,74,11,476,14,15,8,73,9,31,33,21,22.7,4,4,1,0,50,743,9326,338,280,76,38,21,32,8,378,29,2,11,999,9,125,491,467,85,956,44,84,717,4052,2076,116,30,996,40,21,18,121,11,37,1,0,0,0,0,0,2
Nathan Tella,Southampton,1,22,11,8,7.3,1,1,1,0,14,98,864,51,28,10,8,7,7,1,157,9,0,2,192,5,31,82,96,17,188,7,20,137,824,505,20,15,193,15,14,3,40,4,16,22,8,9.4,1,2,2,0,16,146,1677,74,41,14,14,8,12,5,222,13,0,5,291,1,35,142,144,25,288,16,25,219,1191,645,32,27,314,20,32,10,58,3,18,1,0,0,0,0,0,2
Nathaniel Clyne,Crystal Palace,1,30,2,1,1.0,0,0,1,0,0,43,456,17,18,7,0,1,3,1,9,2,1,2,54,2,27,21,9,0,40,0,0,19,79,34,0,0,25,1,0,1,7,1,1,14,14,13.7,0,1,2,0,4,569,6908,258,205,75,13,21,21,9,117,25,2,32,670,38,235,324,147,6,543,3,5,318,1516,776,37,5,365,4,1,10,99,7,15,0,1,0,0,0,0,3
Nathaniel Phillips,Liverpool,1,24,3,1,1.5,0,0,0,0,0,46,985,6,19,21,0,3,1,0,12,1,1,3,54,7,39,16,2,1,53,1,1,26,214,127,1,0,34,2,0,0,10,7,1,20,18,19.2,1,1,3,0,15,1225,22870,346,601,262,2,77,22,6,225,30,19,169,1496,180,722,769,65,22,1473,2,2,889,4603,2110,52,3,988,31,12,13,221,116,43,0,1,0,0,0,0,2
Neal Maupay,Brighton,0,25,15,12,11.5,6,0,4,0,27,254,2869,148,71,12,2,8,10,3,219,10,3,2,368,6,27,156,208,52,346,8,18,241,1066,436,29,18,529,11,20,7,41,5,34,36,30,30.0,8,2,1,1,71,656,7903,310,222,60,11,20,24,4,475,18,2,9,971,15,87,418,527,171,917,24,41,667,3462,1544,89,63,1301,36,55,19,117,26,68,0,0,0,1,0,0,3
Neco Williams,Liverpool,0,20,6,4,4.1,0,2,0,0,6,136,1792,73,40,18,15,8,5,4,46,10,1,1,164,3,38,84,54,6,142,7,9,110,558,307,17,2,115,5,10,4,20,0,8,14,9,8.5,0,1,1,0,7,357,5135,131,122,78,38,12,13,5,84,16,2,7,413,13,112,189,136,11,361,7,10,272,1306,678,33,5,289,12,10,13,41,3,5,0,1,0,0,0,0,2
Nemanja Matić,Manchester Utd,0,33,15,7,7.9,0,2,1,0,6,481,8178,175,217,78,0,21,16,5,89,12,3,14,558,38,199,330,80,3,543,5,6,368,2188,1287,49,8,401,13,9,13,80,17,10,36,22,22.3,0,0,4,0,9,1463,25517,547,674,212,12,26,37,14,284,46,10,35,1648,64,489,1059,279,17,1604,22,27,1161,7437,4526,165,16,1284,30,14,30,190,27,11,0,0,0,0,0,1,3
Nick Pope,Burnley,1,29,17,17,17.0,0,0,0,0,0,432,11024,11,46,375,0,1,0,0,0,0,0,3,480,412,473,9,0,0,311,1,1,189,1334,789,0,0,132,0,2,0,66,0,0,33,33,33.0,0,0,1,0,0,979,22939,28,121,827,0,0,0,0,7,0,0,3,1084,905,1063,22,1,0,705,0,0,379,2595,1699,0,0,299,2,5,0,164,0,1,0,0,0,0,1,0,1
Nicolas Nkoulou,Watford,0,31,3,2,1.9,0,0,0,0,0,53,1088,11,27,14,0,2,1,0,7,5,2,10,71,11,38,33,2,0,70,1,1,42,126,47,0,1,41,1,0,0,13,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Nicolas Pépé,Arsenal,0,26,11,8,8.5,2,5,0,0,23,240,3088,115,78,36,13,5,9,2,81,10,0,2,341,10,53,104,202,43,302,11,25,234,1043,507,31,14,285,9,9,9,39,9,20,47,30,32.6,16,5,1,1,89,1143,12863,591,354,112,94,31,33,12,358,36,3,16,1546,32,179,544,923,200,1478,61,134,1179,5562,3187,180,67,1515,29,61,32,174,49,46,1,0,0,0,0,0,2
Nikola Vlašić,West Ham,0,24,14,8,7.5,0,2,0,0,11,201,2459,112,60,16,10,4,10,3,146,7,0,2,268,2,26,137,124,29,265,4,7,206,1294,669,42,11,271,11,14,13,33,4,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
Nuno Tavares,Arsenal,0,21,17,9,10.1,0,2,1,0,20,401,5965,173,157,54,34,9,11,1,73,12,3,19,499,25,153,203,181,29,443,16,27,339,1777,1083,53,7,333,17,14,9,49,17,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Nélson Semedo,Wolves,0,28,17,16,15.9,0,0,1,0,12,742,8837,373,256,80,17,14,41,21,247,32,2,39,949,59,280,401,351,33,826,25,45,621,3254,2081,100,21,641,15,17,30,120,14,21,35,35,34.1,1,1,5,0,24,1892,24883,947,621,223,50,48,85,39,552,54,12,89,2299,139,621,1128,741,50,1957,56,90,1474,8305,5023,230,38,1520,47,46,53,263,43,42,0,1,0,0,0,0,1
Odsonne Édouard,Crystal Palace,0,23,14,9,8.8,3,1,0,0,22,210,2073,128,63,7,4,11,9,1,171,15,2,11,344,13,37,164,164,41,330,17,32,214,1060,681,30,27,396,13,5,5,52,25,29,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Oghenekaro Etebo,Watford,0,26,7,5,5.1,0,0,3,0,3,147,3111,34,79,33,2,2,12,4,62,5,1,6,180,14,64,110,18,0,171,4,5,139,627,284,10,2,110,9,7,12,33,2,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Oleksandr Zinchenko,Manchester City,0,25,11,8,8.7,0,2,1,0,8,548,8065,271,199,55,10,20,12,2,67,7,1,11,607,16,106,341,203,7,555,3,5,416,2043,1170,68,5,455,8,7,6,67,9,7,32,24,25.9,0,2,1,0,24,2147,31437,1070,831,196,32,62,36,21,214,41,5,65,2364,66,461,1358,671,20,2152,9,17,1506,6617,3669,196,12,1830,13,11,21,212,42,16,0,1,0,0,0,0,3
Oliver Skipp,Tottenham,1,21,21,18,18.3,0,0,6,0,3,610,9973,237,292,67,3,18,24,11,208,21,9,10,712,28,164,500,80,2,699,2,3,474,2107,1081,48,9,531,19,17,17,104,7,12,47,44,43.2,1,1,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,70,59,0,0,0,0,0,0,0,0,1,3
Ollie Watkins,Aston Villa,1,25,15,14,14.1,5,1,3,0,34,336,3552,189,96,25,10,20,8,0,217,25,1,12,523,13,30,217,303,85,509,16,29,332,1441,864,54,39,667,15,26,7,60,33,62,40,38,38.2,16,5,4,1,108,832,8190,506,222,37,37,49,35,10,626,19,3,25,1300,29,71,509,797,243,1255,48,77,828,3892,2191,133,84,1948,52,71,23,121,139,178,0,0,0,1,0,0,2
Oriol Romeu,Southampton,0,30,18,17,17.0,0,1,5,0,12,792,12150,338,315,118,5,53,37,9,255,22,5,31,939,46,240,565,195,16,923,12,20,564,2762,1528,71,5,614,29,12,27,208,32,27,23,22,21.6,1,1,7,0,15,1258,17575,576,501,141,5,65,68,22,344,32,6,19,1462,51,338,974,244,10,1450,11,13,890,4505,2348,111,22,1056,44,28,38,279,35,28,0,0,0,0,0,1,2
Owen Beck,Liverpool,0,19,2,0,0.1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Ozan Kabak,Norwich City,0,21,8,8,7.2,0,0,2,0,4,311,5525,77,170,53,0,14,4,0,57,14,10,27,387,56,250,151,15,5,376,11,15,253,1304,749,12,5,265,11,10,3,52,23,16,13,13,12.4,0,0,4,0,2,745,13551,241,362,138,0,26,27,2,141,15,8,60,872,111,463,443,18,6,859,9,13,590,2664,1281,31,3,618,15,6,15,121,33,27,0,1,0,0,0,0,1
Ozan Tufan,Watford,0,26,7,4,4.0,0,0,0,0,7,105,1399,40,36,20,6,7,3,1,60,2,0,3,129,4,19,74,47,8,120,1,2,70,428,190,7,5,108,8,2,1,32,2,7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Pablo Fornals,West Ham,0,25,26,17,18.0,4,2,3,0,30,690,9484,273,266,110,29,12,33,16,362,29,2,11,887,21,141,406,385,49,852,12,29,606,3034,1618,86,22,780,20,21,25,118,17,22,36,33,30.6,6,4,3,0,53,1102,14075,523,387,134,37,43,44,7,577,53,1,9,1384,23,248,685,551,74,1360,21,51,926,5023,2622,127,33,1285,34,28,29,216,25,37,1,0,0,0,0,0,3
